通報ID,三支業者通報時間,特店名稱,特店統一編號,特店地址,特店電話,特店註冊日期,特店網址,三支業者通報案由,三支業者示警,執法機構處理狀態,三支業者聯絡人,三支通報業者,特店成立至通報天數,跨業者通報數,是否跨業者重複通報,是否節慶高風險期間,節慶／消費檔期名稱,距節慶中心日天數,關聯群組,共用地址群組,共用電話群組,共用網址群組,建議綜合風險分數,資料性質
R00577,2025-12-22 12:11:00,萬禾國際有限公司,25006407,台南市中西區民生路二段190號4樓,05-5510-6770,2024-11-15,https://www.shop1043-tw.com,疑似假投資平台收款,中,調查中,林志豪,第三方支付A,402,3,是,是,年末購物季,2,,,,,52,模擬資料
R00576,2025-12-22 15:22:00,聯盛電子商務有限公司,25000596,桃園市桃園區中正路520號10樓,03-335-8811,2024-08-07,https://www.superdeal-tw-1.com,疑似人頭特店,中,要求補充資料,吳佩珊,第三方支付C,502,3,是,是,年末購物季,2,G05,ADDR-G05,TEL-G05,WEB-G05,70,模擬資料
R00573,2025-12-22 17:08:00,萬禾商行,25004023,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-08-02,https://www.goldtrade-shop-4.com,異常大量交易,中,要求補充資料,蔡承翰,第三方支付C,507,3,是,是,年末購物季,2,G03,ADDR-G03,TEL-G03,WEB-G03,67,模擬資料
R00575,2025-12-22 21:30:00,樂購商行,25013112,新竹市東區光復路二段266號4樓,02-7225-9099,2025-10-07,https://www.shop1088-tw.com,疑似假交易真套現,高,調查中,吳佩珊,第三方支付C,76,3,是,是,年末購物季,2,,,,,89,模擬資料
R00581,2025-12-23 10:54:00,創盈國際有限公司,25014453,桃園市桃園區中正路218號3樓,07-4177-8362,2025-07-22,https://www.shop1097-tw.com,大量退款與取消交易,高,要求補充資料,黃郁涵,第三方支付B,154,3,是,是,年末購物季,3,,,,,80,模擬資料
R00580,2025-12-23 11:37:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似人頭特店,高,確認涉詐,林志豪,第三方支付A,150,3,是,是,年末購物季,3,,,,,75,模擬資料
R00585,2025-12-23 16:59:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似人頭特店,高,已移送偵辦,張家維,第三方支付B,653,3,是,是,年末購物季,3,G04,ADDR-G04,TEL-G04,WEB-G04,85,模擬資料
R00582,2025-12-23 19:14:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似洗錢,中,要求補充資料,蔡承翰,第三方支付C,653,3,是,是,年末購物季,3,G04,ADDR-G04,TEL-G04,WEB-G04,74,模擬資料
R00584,2025-12-23 19:16:00,金典國際有限公司,25003278,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-07-05,https://www.goldtrade-shop-3.com,疑似假交易真套現,中,要求補充資料,黃郁涵,第三方支付B,536,3,是,是,年末購物季,3,G03,ADDR-G03,TEL-G03,WEB-G03,73,模擬資料
R00583,2025-12-23 22:10:00,誠品達電子商務有限公司,25009387,台中市北屯區崇德路二段298號2樓,02-5346-1028,2024-04-14,https://www.shop1063-tw.com,異常大量交易,中,已通報執法機構,陳冠宇,第三方支付A,618,3,是,是,年末購物季,3,,,,,65,模擬資料
R00590,2025-12-24 11:02:00,大洋科技有限公司,25002235,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-07,https://www.fastmall-pay-4.com,疑似串接博弈網站,高,已移送偵辦,王怡婷,第三方支付A,657,3,是,是,年末購物季,4,G01,ADDR-G01,TEL-G01,WEB-G01,81,模擬資料
R00588,2025-12-24 11:03:00,樂購國際有限公司,25004321,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-30,https://www.superdeal-tw-2.com,大量退款與取消交易,高,要求補充資料,黃郁涵,第三方支付B,573,3,是,是,年末購物季,4,G05,ADDR-G05,TEL-G05,WEB-G05,79,模擬資料
R00589,2025-12-24 11:38:00,聯盛行銷有限公司,25017284,台中市北屯區崇德路二段207號2樓,02-7150-8007,2025-08-06,https://www.shop1116-tw.com,疑似假投資平台收款,中,確認涉詐,蔡承翰,第三方支付C,140,3,是,是,年末購物季,4,,,,,78,模擬資料
R00587,2025-12-24 13:43:00,新曜商行,25003427,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-01,https://www.easybonus-market-4.com,疑似假交易真套現,中,要求補充資料,張家維,第三方支付B,449,3,是,是,年末購物季,4,G04,ADDR-G04,TEL-G04,WEB-G04,77,模擬資料
R00586,2025-12-24 19:05:00,樂購科技有限公司,25003576,桃園市桃園區中正路520號10樓,03-335-8811,2024-04-29,https://www.superdeal-tw-1.com,異常大量交易,低,調查中,蔡承翰,第三方支付C,604,3,是,是,年末購物季,4,G05,ADDR-G05,TEL-G05,WEB-G05,71,模擬資料
R00593,2025-12-25 08:12:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似假交易真套現,高,已移送偵辦,林志豪,第三方支付A,655,3,是,是,年末購物季,5,G04,ADDR-G04,TEL-G04,WEB-G04,79,模擬資料
R00592,2025-12-25 09:38:00,新曜商行,25003427,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-01,https://www.easybonus-market-4.com,疑似假投資平台收款,高,已移送偵辦,王怡婷,第三方支付A,450,3,是,是,年末購物季,5,G04,ADDR-G04,TEL-G04,WEB-G04,86,模擬資料
R00596,2025-12-25 13:47:00,百匯數位有限公司,25002533,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-19,https://www.goldtrade-shop-2.com,疑似人頭特店,高,確認涉詐,周柏廷,第三方支付C,675,3,是,是,年末購物季,5,G03,ADDR-G03,TEL-G03,WEB-G03,83,模擬資料
R00591,2025-12-25 14:18:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-10-05,https://www.shop1079-tw.com,異常大量交易,高,確認涉詐,吳佩珊,第三方支付C,81,3,是,是,年末購物季,5,,,,,86,模擬資料
R00594,2025-12-25 19:35:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,大量退款與取消交易,中,已移送偵辦,周柏廷,第三方支付C,94,3,是,是,年末購物季,5,,,,,73,模擬資料
R00595,2025-12-25 20:48:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-08-05,https://www.shop1087-tw.com,疑似假交易真套現,高,要求補充資料,蔡承翰,第三方支付C,142,3,是,是,年末購物季,5,,,,,75,模擬資料
R00597,2025-12-26 11:21:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似假交易真套現,低,調查中,黃郁涵,第三方支付B,153,3,是,是,年末購物季,6,,,,,65,模擬資料
R00599,2025-12-26 22:22:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,疑似假交易真套現,高,確認涉詐,王怡婷,第三方支付A,556,3,是,是,年末購物季,6,G01,ADDR-G01,TEL-G01,WEB-G01,79,模擬資料
R00598,2025-12-26 22:23:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,疑似假投資平台收款,中,要求補充資料,林志豪,第三方支付A,195,3,是,是,年末購物季,6,,,,,69,模擬資料
R00600,2025-12-27 17:22:00,昇泰電子商務有限公司,25003874,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-06-30,https://www.bestdeal-tw-3.com,疑似串接博弈網站,中,已通報執法機構,蔡承翰,第三方支付C,545,3,是,是,年末購物季,7,G02,ADDR-G02,TEL-G02,WEB-G02,62,模擬資料
R00603,2025-12-28 08:29:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似人頭特店,高,已移送偵辦,蔡承翰,第三方支付C,416,3,是,是,年末購物季,8,G04,ADDR-G04,TEL-G04,WEB-G04,77,模擬資料
R00601,2025-12-28 16:39:00,聚鑫商行,25007152,台中市北屯區崇德路二段176號14樓,07-5399-3785,2024-11-29,https://www.shop1048-tw.com,疑似人頭特店,中,要求補充資料,吳佩珊,第三方支付C,394,3,是,是,年末購物季,8,,,,,48,模擬資料
R00602,2025-12-28 17:12:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,短期交易量異常成長,中,已通報執法機構,蔡承翰,第三方支付C,155,3,是,是,年末購物季,8,,,,,66,模擬資料
R00606,2025-12-29 09:14:00,豐盛國際有限公司,25009685,台中市北屯區崇德路二段203號12樓,05-4802-6997,2024-05-15,https://www.shop1065-tw.com,疑似串接博弈網站,中,已通報執法機構,吳佩珊,第三方支付C,593,2,是,是,年末購物季,9,,,,,55,模擬資料
R00605,2025-12-29 11:59:00,誠品達電子商務有限公司,25009387,台中市北屯區崇德路二段298號2樓,02-5346-1028,2024-04-14,https://www.shop1063-tw.com,疑似人頭特店,高,調查中,黃郁涵,第三方支付B,624,3,是,是,年末購物季,9,,,,,55,模擬資料
R00604,2025-12-29 19:05:00,迅達商行,25010728,新竹市東區光復路二段218號13樓,02-5012-5787,2024-03-22,https://www.shop1072-tw.com,大量退款與取消交易,中,調查中,王怡婷,第三方支付A,647,3,是,是,年末購物季,9,,,,,64,模擬資料
R00607,2025-12-29 22:00:00,昇泰商行,25014602,台北市大安區復興南路一段257號2樓,02-6258-6137,2025-08-19,https://www.shop1098-tw.com,疑似人頭特店,中,要求補充資料,吳佩珊,第三方支付C,132,3,是,是,年末購物季,9,,,,,62,模擬資料
R00608,2025-12-30 14:36:00,聚鑫商行,25007152,台中市北屯區崇德路二段176號14樓,07-5399-3785,2024-11-29,https://www.shop1048-tw.com,特店網站內容與申請業態不符,高,已通報執法機構,林志豪,第三方支付A,396,3,是,是,年末購物季,10,,,,,56,模擬資料
R00610,2025-12-30 17:51:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-08-22,https://www.shop1117-tw.com,疑似假投資平台收款,中,調查中,蔡承翰,第三方支付C,130,3,是,是,年末購物季,10,,,,,63,模擬資料
R00609,2025-12-30 18:35:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,疑似假交易真套現,中,尚未移送,吳佩珊,第三方支付C,178,3,是,是,年末購物季,10,,,,,70,模擬資料
R00611,2025-12-31 09:47:00,昇泰電子商務有限公司,25003874,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-06-30,https://www.bestdeal-tw-3.com,疑似串接博弈網站,高,已移送偵辦,黃郁涵,第三方支付B,549,3,是,是,年末購物季,11,G02,ADDR-G02,TEL-G02,WEB-G02,84,模擬資料
R00612,2025-12-31 16:19:00,創盈科技有限公司,25015049,新北市新莊區中正路207號5樓,03-8448-8627,2025-01-10,https://www.shop1101-tw.com,大量退款與取消交易,中,已通報執法機構,蔡承翰,第三方支付C,355,3,是,是,年末購物季,11,,,,,62,模擬資料
